location,date,vaccine,total_vaccinations
Estonia,2021-06-04,Johnson&Johnson,15042
Estonia,2021-06-04,Moderna,70206
Estonia,2021-06-04,Oxford/AstraZeneca,187292
Estonia,2021-06-04,Pfizer/BioNTech,496975
Estonia,2021-06-11,Johnson&Johnson,16323
Estonia,2021-06-11,Moderna,77279
Estonia,2021-06-11,Oxford/AstraZeneca,205127
Estonia,2021-06-11,Pfizer/BioNTech,538690
Estonia,2021-06-18,Johnson&Johnson,18887
Estonia,2021-06-18,Moderna,85551
Estonia,2021-06-18,Oxford/AstraZeneca,216324
Estonia,2021-06-18,Pfizer/BioNTech,586501
Estonia,2021-06-25,Johnson&Johnson,20366
Estonia,2021-06-25,Moderna,89367
Estonia,2021-06-25,Oxford/AstraZeneca,223446
Estonia,2021-06-25,Pfizer/BioNTech,604206
Estonia,2021-07-02,Johnson&Johnson,23556
Estonia,2021-07-02,Moderna,93900
Estonia,2021-07-02,Oxford/AstraZeneca,230997
Estonia,2021-07-02,Pfizer/BioNTech,636725
Estonia,2021-07-09,Johnson&Johnson,25705
Estonia,2021-07-09,Moderna,97415
Estonia,2021-07-09,Oxford/AstraZeneca,232676
Estonia,2021-07-09,Pfizer/BioNTech,668647
Estonia,2021-07-16,Johnson&Johnson,29540
Estonia,2021-07-16,Moderna,99655
Estonia,2021-07-16,Oxford/AstraZeneca,233189
Estonia,2021-07-16,Pfizer/BioNTech,695894
Estonia,2021-07-23,Johnson&Johnson,33711
Estonia,2021-07-23,Moderna,101749
Estonia,2021-07-23,Oxford/AstraZeneca,233510
Estonia,2021-07-23,Pfizer/BioNTech,727710
Estonia,2021-07-30,Johnson&Johnson,36555
Estonia,2021-07-30,Moderna,104641
Estonia,2021-07-30,Oxford/AstraZeneca,233908
Estonia,2021-07-30,Pfizer/BioNTech,750837
Estonia,2021-08-06,Johnson&Johnson,40211
Estonia,2021-08-06,Moderna,107352
Estonia,2021-08-06,Oxford/AstraZeneca,234202
Estonia,2021-08-06,Pfizer/BioNTech,775548
Estonia,2021-08-13,Johnson&Johnson,43328
Estonia,2021-08-13,Moderna,111324
Estonia,2021-08-13,Oxford/AstraZeneca,234427
Estonia,2021-08-13,Pfizer/BioNTech,800054
Estonia,2021-08-20,Johnson&Johnson,44338
Estonia,2021-08-20,Moderna,115449
Estonia,2021-08-20,Oxford/AstraZeneca,234616
Estonia,2021-08-20,Pfizer/BioNTech,819106
Estonia,2021-08-27,Johnson&Johnson,44892
Estonia,2021-08-27,Moderna,120568
Estonia,2021-08-27,Oxford/AstraZeneca,234809
Estonia,2021-08-27,Pfizer/BioNTech,838682
Estonia,2021-09-03,Johnson&Johnson,45392
Estonia,2021-09-03,Moderna,124261
Estonia,2021-09-03,Oxford/AstraZeneca,234893
Estonia,2021-09-03,Pfizer/BioNTech,854929
Estonia,2021-09-10,Johnson&Johnson,45639
Estonia,2021-09-10,Moderna,128574
Estonia,2021-09-10,Oxford/AstraZeneca,234943
Estonia,2021-09-10,Pfizer/BioNTech,870309
Estonia,2021-09-17,Johnson&Johnson,47017
Estonia,2021-09-17,Moderna,132712
Estonia,2021-09-17,Oxford/AstraZeneca,234979
Estonia,2021-09-17,Pfizer/BioNTech,886326
Estonia,2021-09-24,Johnson&Johnson,49295
Estonia,2021-09-24,Moderna,136525
Estonia,2021-09-24,Oxford/AstraZeneca,235005
Estonia,2021-09-24,Pfizer/BioNTech,902307
Estonia,2021-10-01,Johnson&Johnson,51238
Estonia,2021-10-01,Moderna,139138
Estonia,2021-10-01,Oxford/AstraZeneca,235019
Estonia,2021-10-01,Pfizer/BioNTech,911729
Estonia,2021-10-08,Johnson&Johnson,52755
Estonia,2021-10-08,Moderna,141223
Estonia,2021-10-08,Oxford/AstraZeneca,235032
Estonia,2021-10-08,Pfizer/BioNTech,920712
Estonia,2021-10-15,Johnson&Johnson,54701
Estonia,2021-10-15,Moderna,143235
Estonia,2021-10-15,Oxford/AstraZeneca,235043
Estonia,2021-10-15,Pfizer/BioNTech,932532
Estonia,2021-10-22,Johnson&Johnson,58794
Estonia,2021-10-22,Moderna,145256
Estonia,2021-10-22,Oxford/AstraZeneca,235057
Estonia,2021-10-22,Pfizer/BioNTech,951841
Estonia,2021-10-29,Johnson&Johnson,63036
Estonia,2021-10-29,Moderna,147308
Estonia,2021-10-29,Oxford/AstraZeneca,235069
Estonia,2021-10-29,Pfizer/BioNTech,989211
Estonia,2021-11-05,Johnson&Johnson,66082
Estonia,2021-11-05,Moderna,150838
Estonia,2021-11-05,Oxford/AstraZeneca,235091
Estonia,2021-11-05,Pfizer/BioNTech,1035571
Estonia,2021-11-12,Johnson&Johnson,67877
Estonia,2021-11-12,Moderna,155936
Estonia,2021-11-12,Oxford/AstraZeneca,235109
Estonia,2021-11-12,Pfizer/BioNTech,1071499
Estonia,2021-11-19,Johnson&Johnson,69357
Estonia,2021-11-19,Moderna,162345
Estonia,2021-11-19,Oxford/AstraZeneca,235121
Estonia,2021-11-19,Pfizer/BioNTech,1104245
Finland,2021-01-01,Johnson&Johnson,0
Finland,2021-01-01,Moderna,42
Finland,2021-01-01,Oxford/AstraZeneca,0
Finland,2021-01-01,Pfizer/BioNTech,25
Finland,2021-01-08,Johnson&Johnson,0
Finland,2021-01-08,Moderna,190
Finland,2021-01-08,Oxford/AstraZeneca,142
Finland,2021-01-08,Pfizer/BioNTech,21095
Finland,2021-01-15,Johnson&Johnson,0
Finland,2021-01-15,Moderna,237
Finland,2021-01-15,Oxford/AstraZeneca,205
Finland,2021-01-15,Pfizer/BioNTech,61637
Finland,2021-01-22,Johnson&Johnson,0
Finland,2021-01-22,Moderna,1164
Finland,2021-01-22,Oxford/AstraZeneca,280
Finland,2021-01-22,Pfizer/BioNTech,118595
Finland,2021-01-29,Johnson&Johnson,0
Finland,2021-01-29,Moderna,3799
Finland,2021-01-29,Oxford/AstraZeneca,288
Finland,2021-01-29,Pfizer/BioNTech,172312
Finland,2021-02-05,Johnson&Johnson,0
Finland,2021-02-05,Moderna,4682
Finland,2021-02-05,Oxford/AstraZeneca,293
Finland,2021-02-05,Pfizer/BioNTech,226984
Finland,2021-02-12,Johnson&Johnson,0
Finland,2021-02-12,Moderna,5993
Finland,2021-02-12,Oxford/AstraZeneca,4210
Finland,2021-02-12,Pfizer/BioNTech,277965
Finland,2021-02-19,Johnson&Johnson,0
Finland,2021-02-19,Moderna,10606
Finland,2021-02-19,Oxford/AstraZeneca,24318
Finland,2021-02-19,Pfizer/BioNTech,337862
Finland,2021-02-26,Johnson&Johnson,0
Finland,2021-02-26,Moderna,19214
Finland,2021-02-26,Oxford/AstraZeneca,55986
Finland,2021-02-26,Pfizer/BioNTech,400572
Finland,2021-03-05,Johnson&Johnson,0
Finland,2021-03-05,Moderna,27166
Finland,2021-03-05,Oxford/AstraZeneca,96096
Finland,2021-03-05,Pfizer/BioNTech,466396
Finland,2021-03-12,Johnson&Johnson,0
Finland,2021-03-12,Moderna,38894
Finland,2021-03-12,Oxford/AstraZeneca,140443
Finland,2021-03-12,Pfizer/BioNTech,534477
Finland,2021-03-19,Johnson&Johnson,0
Finland,2021-03-19,Moderna,42700
Finland,2021-03-19,Oxford/AstraZeneca,184961
Finland,2021-03-19,Pfizer/BioNTech,613656
Finland,2021-03-26,Johnson&Johnson,0
Finland,2021-03-26,Moderna,52736
Finland,2021-03-26,Oxford/AstraZeneca,185029
Finland,2021-03-26,Pfizer/BioNTech,714017
Finland,2021-04-02,Johnson&Johnson,0
Finland,2021-04-02,Moderna,69555
Finland,2021-04-02,Oxford/AstraZeneca,202324
Finland,2021-04-02,Pfizer/BioNTech,813467
Finland,2021-04-09,Johnson&Johnson,0
Finland,2021-04-09,Moderna,81574
Finland,2021-04-09,Oxford/AstraZeneca,243197
Finland,2021-04-09,Pfizer/BioNTech,934212
Finland,2021-04-16,Johnson&Johnson,0
Finland,2021-04-16,Moderna,103672
Finland,2021-04-16,Oxford/AstraZeneca,298904
Finland,2021-04-16,Pfizer/BioNTech,1091026
Finland,2021-04-23,Johnson&Johnson,0
Finland,2021-04-23,Moderna,118384
Finland,2021-04-23,Oxford/AstraZeneca,336073
Finland,2021-04-23,Pfizer/BioNTech,1260443
Finland,2021-04-30,Johnson&Johnson,0
Finland,2021-04-30,Moderna,137901
Finland,2021-04-30,Oxford/AstraZeneca,353613
Finland,2021-04-30,Pfizer/BioNTech,1437162
Finland,2021-05-07,Johnson&Johnson,0
Finland,2021-05-07,Moderna,162332
Finland,2021-05-07,Oxford/AstraZeneca,359492
Finland,2021-05-07,Pfizer/BioNTech,1650717
Finland,2021-05-14,Johnson&Johnson,0
Finland,2021-05-14,Moderna,188417
Finland,2021-05-14,Oxford/AstraZeneca,367254
Finland,2021-05-14,Pfizer/BioNTech,1852900
Finland,2021-05-21,Johnson&Johnson,0
Finland,2021-05-21,Moderna,222261
Finland,2021-05-21,Oxford/AstraZeneca,380325
Finland,2021-05-21,Pfizer/BioNTech,2082238
Finland,2021-05-28,Johnson&Johnson,0
Finland,2021-05-28,Moderna,258804
Finland,2021-05-28,Oxford/AstraZeneca,392043
Finland,2021-05-28,Pfizer/BioNTech,2307327
Finland,2021-06-04,Johnson&Johnson,0
Finland,2021-06-04,Moderna,297020
Finland,2021-06-04,Oxford/AstraZeneca,404681
Finland,2021-06-04,Pfizer/BioNTech,2555227
Finland,2021-06-11,Johnson&Johnson,0
Finland,2021-06-11,Moderna,326032
Finland,2021-06-11,Oxford/AstraZeneca,421799
Finland,2021-06-11,Pfizer/BioNTech,2851676
Finland,2021-06-18,Johnson&Johnson,0
Finland,2021-06-18,Moderna,358914
Finland,2021-06-18,Oxford/AstraZeneca,425840
Finland,2021-06-18,Pfizer/BioNTech,3154380
Finland,2021-06-25,Johnson&Johnson,0
Finland,2021-06-25,Moderna,384169
Finland,2021-06-25,Oxford/AstraZeneca,438698
Finland,2021-06-25,Pfizer/BioNTech,3371890
Finland,2021-07-02,Johnson&Johnson,0
Finland,2021-07-02,Moderna,410206
Finland,2021-07-02,Oxford/AstraZeneca,471094
Finland,2021-07-02,Pfizer/BioNTech,3625819
Finland,2021-07-09,Johnson&Johnson,0
Finland,2021-07-09,Moderna,442132
Finland,2021-07-09,Oxford/AstraZeneca,507702
Finland,2021-07-09,Pfizer/BioNTech,3855398
Finland,2021-07-16,Johnson&Johnson,0
Finland,2021-07-16,Moderna,468118
Finland,2021-07-16,Oxford/AstraZeneca,535859
Finland,2021-07-16,Pfizer/BioNTech,4059028
Finland,2021-07-23,Johnson&Johnson,0
Finland,2021-07-23,Moderna,499926
Finland,2021-07-23,Oxford/AstraZeneca,549116
Finland,2021-07-23,Pfizer/BioNTech,4277644
Finland,2021-07-30,Johnson&Johnson,0
Finland,2021-07-30,Moderna,536602
Finland,2021-07-30,Oxford/AstraZeneca,551935
Finland,2021-07-30,Pfizer/BioNTech,4503367
Finland,2021-08-06,Johnson&Johnson,0
Finland,2021-08-06,Moderna,580729
Finland,2021-08-06,Oxford/AstraZeneca,552653
Finland,2021-08-06,Pfizer/BioNTech,4713859
Finland,2021-08-13,Johnson&Johnson,0
Finland,2021-08-13,Moderna,621924
Finland,2021-08-13,Oxford/AstraZeneca,552847
Finland,2021-08-13,Pfizer/BioNTech,4932449
Finland,2021-08-20,Johnson&Johnson,0
Finland,2021-08-20,Moderna,659471
Finland,2021-08-20,Oxford/AstraZeneca,553001
Finland,2021-08-20,Pfizer/BioNTech,5134014
Finland,2021-08-27,Johnson&Johnson,0
Finland,2021-08-27,Moderna,688422
Finland,2021-08-27,Oxford/AstraZeneca,553127
Finland,2021-08-27,Pfizer/BioNTech,5315341
Finland,2021-09-03,Johnson&Johnson,0
Finland,2021-09-03,Moderna,714608
Finland,2021-09-03,Oxford/AstraZeneca,553161
Finland,2021-09-03,Pfizer/BioNTech,5499893
Finland,2021-09-10,Johnson&Johnson,0
Finland,2021-09-10,Moderna,743659
Finland,2021-09-10,Oxford/AstraZeneca,553194
Finland,2021-09-10,Pfizer/BioNTech,5656587
Finland,2021-09-17,Johnson&Johnson,0
Finland,2021-09-17,Moderna,771873
Finland,2021-09-17,Oxford/AstraZeneca,553226
Finland,2021-09-17,Pfizer/BioNTech,5760758
Finland,2021-09-24,Johnson&Johnson,0
Finland,2021-09-24,Moderna,808358
Finland,2021-09-24,Oxford/AstraZeneca,553272
Finland,2021-09-24,Pfizer/BioNTech,5862326
Finland,2021-10-01,Johnson&Johnson,0
Finland,2021-10-01,Moderna,831294
Finland,2021-10-01,Oxford/AstraZeneca,553301
Finland,2021-10-01,Pfizer/BioNTech,5959943
Finland,2021-10-08,Johnson&Johnson,0
Finland,2021-10-08,Moderna,849119
Finland,2021-10-08,Oxford/AstraZeneca,553334
Finland,2021-10-08,Pfizer/BioNTech,6040476
Finland,2021-10-15,Johnson&Johnson,0
Finland,2021-10-15,Moderna,862195
Finland,2021-10-15,Oxford/AstraZeneca,553366
Finland,2021-10-15,Pfizer/BioNTech,6119152
Finland,2021-10-22,Johnson&Johnson,0
Finland,2021-10-22,Moderna,874999
Finland,2021-10-22,Oxford/AstraZeneca,553410
Finland,2021-10-22,Pfizer/BioNTech,6191139
Finland,2021-10-29,Johnson&Johnson,0
Finland,2021-10-29,Moderna,888851
Finland,2021-10-29,Oxford/AstraZeneca,553423
Finland,2021-10-29,Pfizer/BioNTech,6260877
Finland,2021-11-05,Johnson&Johnson,0
Finland,2021-11-05,Moderna,897482
Finland,2021-11-05,Oxford/AstraZeneca,553451
Finland,2021-11-05,Pfizer/BioNTech,6314211
Finland,2021-11-12,Johnson&Johnson,0
Finland,2021-11-12,Moderna,905436
Finland,2021-11-12,Oxford/AstraZeneca,553466
Finland,2021-11-12,Pfizer/BioNTech,6372438
Finland,2021-11-19,Johnson&Johnson,0
Finland,2021-11-19,Moderna,912939
Finland,2021-11-19,Oxford/AstraZeneca,553495
Finland,2021-11-19,Pfizer/BioNTech,6433336
Finland,2021-11-23,Johnson&Johnson,0
Finland,2021-11-23,Moderna,912940
Finland,2021-11-23,Oxford/AstraZeneca,553495
Finland,2021-11-23,Pfizer/BioNTech,6433336
France,2020-12-27,Pfizer/BioNTech,457
France,2020-12-28,Pfizer/BioNTech,939
France,2020-12-29,Pfizer/BioNTech,1244
France,2020-12-30,Pfizer/BioNTech,1602
France,2020-12-31,Pfizer/BioNTech,1889
France,2021-01-01,Pfizer/BioNTech,2226
France,2021-01-02,Pfizer/BioNTech,2492
France,2021-01-03,Pfizer/BioNTech,2786
France,2021-01-04,Pfizer/BioNTech,4609
France,2021-01-05,Pfizer/BioNTech,10372
France,2021-01-06,Pfizer/BioNTech,22032
France,2021-01-07,Pfizer/BioNTech,51167
France,2021-01-08,Pfizer/BioNTech,87962
France,2021-01-09,Pfizer/BioNTech,99083
France,2021-01-10,Pfizer/BioNTech,104879
France,2021-01-11,Pfizer/BioNTech,144571
France,2021-01-12,Pfizer/BioNTech,206352
France,2021-01-13,Pfizer/BioNTech,271055
France,2021-01-14,Moderna,1338
France,2021-01-14,Pfizer/BioNTech,352067
France,2021-01-15,Moderna,1684
France,2021-01-15,Pfizer/BioNTech,420352
France,2021-01-16,Moderna,1958
France,2021-01-16,Pfizer/BioNTech,440230
France,2021-01-17,Moderna,2018
France,2021-01-17,Pfizer/BioNTech,451089
France,2021-01-18,Moderna,5051
France,2021-01-18,Pfizer/BioNTech,533741
France,2021-01-19,Moderna,9695
France,2021-01-19,Pfizer/BioNTech,659481
France,2021-01-20,Moderna,14785
France,2021-01-20,Pfizer/BioNTech,791740
France,2021-01-21,Moderna,20073
France,2021-01-21,Pfizer/BioNTech,944382
France,2021-01-22,Moderna,25130
France,2021-01-22,Pfizer/BioNTech,1060080
France,2021-01-23,Moderna,26970
France,2021-01-23,Pfizer/BioNTech,1096608
France,2021-01-24,Moderna,27124
France,2021-01-24,Pfizer/BioNTech,1106127
France,2021-01-25,Moderna,30884
France,2021-01-25,Pfizer/BioNTech,1181435
France,2021-01-26,Moderna,34754
France,2021-01-26,Pfizer/BioNTech,1280741
France,2021-01-27,Moderna,38301
France,2021-01-27,Pfizer/BioNTech,1389749
France,2021-01-28,Moderna,41969
France,2021-01-28,Pfizer/BioNTech,1524415
France,2021-01-29,Moderna,45197
France,2021-01-29,Pfizer/BioNTech,1630313
France,2021-01-30,Moderna,46309
France,2021-01-30,Pfizer/BioNTech,1662400
France,2021-01-31,Moderna,46344
France,2021-01-31,Pfizer/BioNTech,1669178
France,2021-02-01,Moderna,49686
France,2021-02-01,Pfizer/BioNTech,1739317
France,2021-02-02,Moderna,54114
France,2021-02-02,Pfizer/BioNTech,1841280
France,2021-02-03,Moderna,59286
France,2021-02-03,Pfizer/BioNTech,1944997
France,2021-02-04,Moderna,64158
France,2021-02-04,Pfizer/BioNTech,2071720
France,2021-02-05,Moderna,68922
France,2021-02-05,Pfizer/BioNTech,2180165
France,2021-02-06,Moderna,70926
France,2021-02-06,Oxford/AstraZeneca,1184
France,2021-02-06,Pfizer/BioNTech,2209849
France,2021-02-07,Moderna,71008
France,2021-02-07,Oxford/AstraZeneca,2578
France,2021-02-07,Pfizer/BioNTech,2218480
France,2021-02-08,Moderna,78509
France,2021-02-08,Oxford/AstraZeneca,5312
France,2021-02-08,Pfizer/BioNTech,2300656
France,2021-02-09,Moderna,86889
France,2021-02-09,Oxford/AstraZeneca,12047
France,2021-02-09,Pfizer/BioNTech,2423530
France,2021-02-10,Moderna,96209
France,2021-02-10,Oxford/AstraZeneca,21559
France,2021-02-10,Pfizer/BioNTech,2551719
France,2021-02-11,Moderna,106475
France,2021-02-11,Oxford/AstraZeneca,35087
France,2021-02-11,Pfizer/BioNTech,2713723
France,2021-02-12,Moderna,116675
France,2021-02-12,Oxford/AstraZeneca,48348
France,2021-02-12,Pfizer/BioNTech,2843163
France,2021-02-13,Moderna,119989
France,2021-02-13,Oxford/AstraZeneca,52019
France,2021-02-13,Pfizer/BioNTech,2877775
France,2021-02-14,Moderna,120326
France,2021-02-14,Oxford/AstraZeneca,52944
France,2021-02-14,Pfizer/BioNTech,2888581
France,2021-02-15,Moderna,126804
France,2021-02-15,Oxford/AstraZeneca,63277
France,2021-02-15,Pfizer/BioNTech,2985849
France,2021-02-16,Moderna,135710
France,2021-02-16,Oxford/AstraZeneca,75685
France,2021-02-16,Pfizer/BioNTech,3115041
France,2021-02-17,Moderna,144315
France,2021-02-17,Oxford/AstraZeneca,86718
France,2021-02-17,Pfizer/BioNTech,3248334
France,2021-02-18,Moderna,154748
France,2021-02-18,Oxford/AstraZeneca,101514
France,2021-02-18,Pfizer/BioNTech,3410682
France,2021-02-19,Moderna,164352
France,2021-02-19,Oxford/AstraZeneca,115763
France,2021-02-19,Pfizer/BioNTech,3542141
France,2021-02-20,Moderna,167677
France,2021-02-20,Oxford/AstraZeneca,119024
France,2021-02-20,Pfizer/BioNTech,3582285
France,2021-02-21,Moderna,167984
France,2021-02-21,Oxford/AstraZeneca,119610
France,2021-02-21,Pfizer/BioNTech,3590912
France,2021-02-22,Moderna,175285
France,2021-02-22,Oxford/AstraZeneca,128676
France,2021-02-22,Pfizer/BioNTech,3684723
France,2021-02-23,Moderna,183876
France,2021-02-23,Oxford/AstraZeneca,139960
France,2021-02-23,Pfizer/BioNTech,3802181
France,2021-02-24,Moderna,192277
France,2021-02-24,Oxford/AstraZeneca,154110
France,2021-02-24,Pfizer/BioNTech,3920055
France,2021-02-25,Moderna,201103
France,2021-02-25,Oxford/AstraZeneca,198899
France,2021-02-25,Pfizer/BioNTech,4057767
France,2021-02-26,Moderna,208536
France,2021-02-26,Oxford/AstraZeneca,260637
France,2021-02-26,Pfizer/BioNTech,4172417
France,2021-02-27,Moderna,211173
France,2021-02-27,Oxford/AstraZeneca,295330
France,2021-02-27,Pfizer/BioNTech,4208853
France,2021-02-28,Moderna,211350
France,2021-02-28,Oxford/AstraZeneca,297743
France,2021-02-28,Pfizer/BioNTech,4216687
France,2021-03-01,Moderna,220189
France,2021-03-01,Oxford/AstraZeneca,318011
France,2021-03-01,Pfizer/BioNTech,4305164
France,2021-03-02,Moderna,231358
France,2021-03-02,Oxford/AstraZeneca,356689
France,2021-03-02,Pfizer/BioNTech,4422156
France,2021-03-03,Moderna,242681
France,2021-03-03,Oxford/AstraZeneca,405180
France,2021-03-03,Pfizer/BioNTech,4543359
France,2021-03-04,Moderna,254937
France,2021-03-04,Oxford/AstraZeneca,487173
France,2021-03-04,Pfizer/BioNTech,4680639
France,2021-03-05,Moderna,266925
France,2021-03-05,Oxford/AstraZeneca,605049
France,2021-03-05,Pfizer/BioNTech,4814024
France,2021-03-06,Moderna,273338
France,2021-03-06,Oxford/AstraZeneca,725475
France,2021-03-06,Pfizer/BioNTech,4912278
France,2021-03-07,Moderna,275714
France,2021-03-07,Oxford/AstraZeneca,780493
France,2021-03-07,Pfizer/BioNTech,4981166
France,2021-03-08,Moderna,288116
France,2021-03-08,Oxford/AstraZeneca,823117
France,2021-03-08,Pfizer/BioNTech,5083308
France,2021-03-09,Moderna,303952
France,2021-03-09,Oxford/AstraZeneca,901893
France,2021-03-09,Pfizer/BioNTech,5217059
France,2021-03-10,Moderna,320062
France,2021-03-10,Oxford/AstraZeneca,982570
France,2021-03-10,Pfizer/BioNTech,5355245
France,2021-03-11,Moderna,338541
France,2021-03-11,Oxford/AstraZeneca,1110733
France,2021-03-11,Pfizer/BioNTech,5513435
France,2021-03-12,Moderna,354585
France,2021-03-12,Oxford/AstraZeneca,1293190
France,2021-03-12,Pfizer/BioNTech,5662167
France,2021-03-13,Moderna,367075
France,2021-03-13,Oxford/AstraZeneca,1425142
France,2021-03-13,Pfizer/BioNTech,5763587
France,2021-03-14,Moderna,372290
France,2021-03-14,Oxford/AstraZeneca,1439097
France,2021-03-14,Pfizer/BioNTech,5810789
France,2021-03-15,Moderna,386591
France,2021-03-15,Oxford/AstraZeneca,1491101
France,2021-03-15,Pfizer/BioNTech,5934780
France,2021-03-16,Moderna,407872
France,2021-03-16,Oxford/AstraZeneca,1492180
France,2021-03-16,Pfizer/BioNTech,6092723
France,2021-03-17,Moderna,431953
France,2021-03-17,Oxford/AstraZeneca,1492985
France,2021-03-17,Pfizer/BioNTech,6256287
France,2021-03-18,Moderna,460089
France,2021-03-18,Oxford/AstraZeneca,1494394
France,2021-03-18,Pfizer/BioNTech,6438263
France,2021-03-19,Moderna,487796
France,2021-03-19,Oxford/AstraZeneca,1564656
France,2021-03-19,Pfizer/BioNTech,6606838
France,2021-03-20,Moderna,514664
France,2021-03-20,Oxford/AstraZeneca,1629740
France,2021-03-20,Pfizer/BioNTech,6692680
France,2021-03-21,Moderna,532413
France,2021-03-21,Oxford/AstraZeneca,1635389
France,2021-03-21,Pfizer/BioNTech,6721398
France,2021-03-22,Moderna,553145
France,2021-03-22,Oxford/AstraZeneca,1672684
France,2021-03-22,Pfizer/BioNTech,6866714
France,2021-03-23,Moderna,579869
France,2021-03-23,Oxford/AstraZeneca,1757100
France,2021-03-23,Pfizer/BioNTech,7047276
France,2021-03-24,Moderna,608653
France,2021-03-24,Oxford/AstraZeneca,1847872
France,2021-03-24,Pfizer/BioNTech,7227315
France,2021-03-25,Moderna,640261
France,2021-03-25,Oxford/AstraZeneca,1997715
France,2021-03-25,Pfizer/BioNTech,7431283
France,2021-03-26,Moderna,671354
France,2021-03-26,Oxford/AstraZeneca,2162969
France,2021-03-26,Pfizer/BioNTech,7634540
France,2021-03-27,Moderna,688491
France,2021-03-27,Oxford/AstraZeneca,2231301
France,2021-03-27,Pfizer/BioNTech,7760331
France,2021-03-28,Moderna,699108
France,2021-03-28,Oxford/AstraZeneca,2237694
France,2021-03-28,Pfizer/BioNTech,7806039
France,2021-03-29,Moderna,722256
France,2021-03-29,Oxford/AstraZeneca,2291690
France,2021-03-29,Pfizer/BioNTech,7985315
France,2021-03-30,Moderna,752668
France,2021-03-30,Oxford/AstraZeneca,2384683
France,2021-03-30,Pfizer/BioNTech,8215790
France,2021-03-31,Moderna,787021
France,2021-03-31,Oxford/AstraZeneca,2448055
France,2021-03-31,Pfizer/BioNTech,8452818
France,2021-04-01,Moderna,829845
France,2021-04-01,Oxford/AstraZeneca,2533998
France,2021-04-01,Pfizer/BioNTech,8725211
France,2021-04-02,Moderna,867346
France,2021-04-02,Oxford/AstraZeneca,2620835
France,2021-04-02,Pfizer/BioNTech,8973082
France,2021-04-03,Moderna,887787
France,2021-04-03,Oxford/AstraZeneca,2656659
France,2021-04-03,Pfizer/BioNTech,9118891
France,2021-04-04,Moderna,897948
France,2021-04-04,Oxford/AstraZeneca,2660164
France,2021-04-04,Pfizer/BioNTech,9169339
France,2021-04-05,Moderna,911048
France,2021-04-05,Oxford/AstraZeneca,2664554
France,2021-04-05,Pfizer/BioNTech,9222679
France,2021-04-06,Moderna,944940
France,2021-04-06,Oxford/AstraZeneca,2694130
France,2021-04-06,Pfizer/BioNTech,9482738
France,2021-04-07,Moderna,982865
France,2021-04-07,Oxford/AstraZeneca,2726287
France,2021-04-07,Pfizer/BioNTech,9786597
France,2021-04-08,Moderna,1028392
France,2021-04-08,Oxford/AstraZeneca,2805097
France,2021-04-08,Pfizer/BioNTech,10119591
France,2021-04-09,Moderna,1070668
France,2021-04-09,Oxford/AstraZeneca,2966971
France,2021-04-09,Pfizer/BioNTech,10440284
France,2021-04-10,Moderna,1099223
France,2021-04-10,Oxford/AstraZeneca,3042841
France,2021-04-10,Pfizer/BioNTech,10630276
France,2021-04-11,Moderna,1111369
France,2021-04-11,Oxford/AstraZeneca,3050112
France,2021-04-11,Pfizer/BioNTech,10701034
France,2021-04-12,Moderna,1139602
France,2021-04-12,Oxford/AstraZeneca,3101551
France,2021-04-12,Pfizer/BioNTech,10972203
France,2021-04-13,Moderna,1175320
France,2021-04-13,Oxford/AstraZeneca,3187839
France,2021-04-13,Pfizer/BioNTech,11303006
France,2021-04-14,Moderna,1209444
France,2021-04-14,Oxford/AstraZeneca,3255708
France,2021-04-14,Pfizer/BioNTech,11632840
France,2021-04-15,Moderna,1252237
France,2021-04-15,Oxford/AstraZeneca,3348944
France,2021-04-15,Pfizer/BioNTech,11979501
France,2021-04-16,Moderna,1292890
France,2021-04-16,Oxford/AstraZeneca,3461741
France,2021-04-16,Pfizer/BioNTech,12309786
France,2021-04-17,Moderna,1328487
France,2021-04-17,Oxford/AstraZeneca,3515203
France,2021-04-17,Pfizer/BioNTech,12498763
France,2021-04-18,Moderna,1348730
France,2021-04-18,Oxford/AstraZeneca,3524858
France,2021-04-18,Pfizer/BioNTech,12555375
France,2021-04-19,Moderna,1381624
France,2021-04-19,Oxford/AstraZeneca,3549969
France,2021-04-19,Pfizer/BioNTech,12840301
France,2021-04-20,Moderna,1422321
France,2021-04-20,Oxford/AstraZeneca,3595763
France,2021-04-20,Pfizer/BioNTech,13177393
France,2021-04-21,Moderna,1464088
France,2021-04-21,Oxford/AstraZeneca,3634928
France,2021-04-21,Pfizer/BioNTech,13517269
France,2021-04-22,Moderna,1512528
France,2021-04-22,Oxford/AstraZeneca,3690202
France,2021-04-22,Pfizer/BioNTech,13888034
France,2021-04-23,Johnson&Johnson,3330
France,2021-04-23,Moderna,1562269
France,2021-04-23,Oxford/AstraZeneca,3761496
France,2021-04-23,Pfizer/BioNTech,14243139
France,2021-04-24,Johnson&Johnson,4892
France,2021-04-24,Moderna,1602623
France,2021-04-24,Oxford/AstraZeneca,3799546
France,2021-04-24,Pfizer/BioNTech,14464245
France,2021-04-25,Johnson&Johnson,5015
France,2021-04-25,Moderna,1620756
France,2021-04-25,Oxford/AstraZeneca,3805792
France,2021-04-25,Pfizer/BioNTech,14547586
France,2021-04-26,Johnson&Johnson,7874
France,2021-04-26,Moderna,1654967
France,2021-04-26,Oxford/AstraZeneca,3825986
